target,variant,selection_source,n_bootstrap,feasible_pair_count,feasible_pair_rate,lower_selected,lower_median,lower_iqr_low,lower_iqr_high,lower_ci_low,lower_ci_high,upper_selected,upper_median,upper_iqr_low,upper_iqr_high,upper_ci_low,upper_ci_high
Injury,top12,holdout,2000,1462,0.731,0.29,0.29,0.22,0.33,0.22,0.6,0.6900000000000001,0.66,0.64,0.6900000000000001,0.5700000000000001,0.8
